address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),reviews_list,cuisines_count,listed_in(type),listed_in(city)
"Address_411, Bangalore",Resto_411,Yes,No,3.9/5,369,080-3024047,MG Road,Bar,Dosa,"Italian, Chinese",3000,Sample Review Text...,2,Cafes,Bengaluru
"Address_750, Bangalore",Empire Restaurant,Yes,Yes,3.2/5,1992,080-9459266,Koramangala,Bar,Sushi,"North Indian, Beverages, Thai, Fast Food, Continental","1,500",Sample Review Text...,5,Buffet,Bengaluru
"Address_826, Bangalore",Resto_826,No,No,3.3/5,1651,080-1410703,Marathahalli,Bar,Pasta,"Desserts, South Indian, Beverages, Thai",1500,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_484, Bangalore",Resto_484,No,Yes,4.8/5,2002,080-9533123,HSR Layout,Fine Dining,Steak,Desserts,3000,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_593, Bangalore",Leon Grill,No,Yes,4.8/5,2783,080-3092879,Koramangala,Quick Service Restaurant,Salad,"North Indian, Continental, Beverages","2,500",Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_419, Bangalore",KFC,Yes,No,4.0/5,691,080-2968815,Koramangala,Bakery,Biryani,"Mexican, Continental, South Indian, North Indian, Desserts",600,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_638, Bangalore",Resto_638,No,Yes,4.4/5,606,080-8457126,Koramangala,Quick Service Restaurant,Biryani,"Chinese, Mexican, North Indian, Continental",1000,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_986, Bangalore",Empire Restaurant,No,Yes,4.0/5,941,080-6666017,MG Road,Fine Dining,Pizza,"Continental, Beverages, Fast Food, Thai, Chinese","1,000",Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_937, Bangalore",Resto_937,Yes,Yes,4.1/5,802,080-4785362,HSR Layout,Cafe,Pasta,"Continental, Desserts",200,Sample Review Text...,2,Delivery,Bengaluru
"Address_657, Bangalore",Resto_657,No,Yes,4.2/5,1211,080-1207016,JP Nagar,Pub,Pizza,"North Indian, Continental, Thai, South Indian",1000,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_686, Bangalore",Empire Restaurant,No,Yes,3.4/5,446,080-9217672,Whitefield,Quick Service Restaurant,Burgers,"Chinese, Fast Food",2500,Sample Review Text...,2,Delivery,Bengaluru
"Address_862, Bangalore",Nandhana Palace,Yes,Yes,4.1/5,2478,080-7178852,Koramangala,Bakery,Pizza,"Thai, Mexican, North Indian, Fast Food",,Sample Review Text...,4,Cafes,Bengaluru
"Address_371, Bangalore",McDonald's,Yes,Yes,3.3/5,167,080-4434507,JP Nagar,Quick Service Restaurant,Pasta,"Beverages, Chinese",2500,Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_941, Bangalore",Nandhana Palace,Yes,Yes,4.0/5,463,080-1851580,Marathahalli,Bakery,Pizza,"South Indian, North Indian, Fast Food, Continental, Chinese",600,Sample Review Text...,5,Dine-out,Bengaluru
"Address_956, Bangalore",Resto_956,No,Yes,4.8/5,2506,080-9799214,Marathahalli,Bar,Biryani,"Mexican, Chinese, Desserts","2,500",Sample Review Text...,3,Delivery,Bengaluru
"Address_929, Bangalore",Pizza Hut,Yes,No,4.5/5,1953,080-1287658,MG Road,Quick Service Restaurant,Burgers,"Desserts, Italian","2,000",Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_923, Bangalore",KFC,No,Yes,4.5/5,2362,080-9854698,HSR Layout,Bakery,Dosa,"Italian, North Indian, Mexican, Chinese, Continental",1500,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_152, Bangalore",Leon Grill,Yes,Yes,3.0/5,1746,080-4310554,Marathahalli,Cafe,Salad,"South Indian, Fast Food, Mexican, Italian",200,Sample Review Text...,4,Buffet,Bengaluru
"Address_519, Bangalore",Nandhana Palace,Yes,Yes,3.1/5,1133,080-2691296,Indiranagar,Quick Service Restaurant,Biryani,Fast Food,800,Sample Review Text...,1,Delivery,Bengaluru
"Address_452, Bangalore",Resto_452,No,No,NEW,254,080-9706452,MG Road,Cafe,Steak,"Italian, Desserts, Chinese, South Indian",2500,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_249, Bangalore",Nandhana Palace,No,No,3.9/5,2515,080-3452813,Jayanagar,Bar,Salad,"South Indian, Desserts, Fast Food, Chinese, Continental",3000,Sample Review Text...,5,Drinks & nightlife,Bengaluru
"Address_102, Bangalore",Leon Grill,Yes,No,4.5/5,508,080-9705660,Jayanagar,Quick Service Restaurant,Dosa,"South Indian, Thai",800,Sample Review Text...,2,Delivery,Bengaluru
"Address_897, Bangalore",Nandhana Palace,No,No,3.2/5,1356,080-1954674,Whitefield,Casual Dining,Steak,"South Indian, Desserts",400,Sample Review Text...,2,Cafes,Bengaluru
"Address_930, Bangalore",KFC,Yes,Yes,3.1/5,1043,080-5744820,Indiranagar,Quick Service Restaurant,Dosa,"Continental, Mexican, North Indian, Desserts, Fast Food",400,Sample Review Text...,5,Dine-out,Bengaluru
"Address_239, Bangalore",McDonald's,No,No,,2668,080-2098434,HSR Layout,Quick Service Restaurant,Burgers,"Chinese, Fast Food, South Indian, Mexican, Continental",2500,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_939, Bangalore",Burger King,Yes,Yes,2.6/5,629,080-9906450,,Casual Dining,Sushi,"Italian, South Indian, Continental, Thai",2500,Sample Review Text...,4,Cafes,Bengaluru
"Address_955, Bangalore",Onesta,No,Yes,3.8/5,813,080-7794680,HSR Layout,Pub,Sushi,Italian,2000,Sample Review Text...,1,Dine-out,Bengaluru
"Address_108, Bangalore",Resto_108,Yes,No,2.8/5,1498,080-4265774,MG Road,Quick Service Restaurant,Sushi,Mexican,200,Sample Review Text...,1,Buffet,Bengaluru
"Address_455, Bangalore",Resto_455,No,No,2.1/5,585,080-9200596,Jayanagar,Bar,Biryani,"Mexican, North Indian, Continental, South Indian, Chinese",600,Sample Review Text...,5,Delivery,Bengaluru
"Address_890, Bangalore",Nandhana Palace,No,No,NEW,1905,080-1679886,MG Road,Fine Dining,Salad,"Chinese, Continental, Thai, Mexican",2500,Sample Review Text...,4,Delivery,Bengaluru
"Address_926, Bangalore",Resto_926,Yes,No,2.4/5,2966,080-8439215,Indiranagar,Bar,Burgers,"Thai, Mexican, Beverages",2500,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_18, Bangalore",Pizza Hut,Yes,Yes,4.6/5,2266,080-5428914,Jayanagar,Quick Service Restaurant,Salad,"Fast Food, Italian, Thai",800,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_619, Bangalore",McDonald's,Yes,Yes,4.1/5,1730,080-9281506,HSR Layout,Quick Service Restaurant,Steak,"Mexican, South Indian",3000,Sample Review Text...,2,Delivery,Bengaluru
"Address_167, Bangalore",KFC,Yes,Yes,2.4/5,2990,080-5780177,MG Road,Quick Service Restaurant,Biryani,"Thai, South Indian, Italian, Beverages",400,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_0, Bangalore",Empire Restaurant,No,Yes,4.1/5,2771,080-1445199,Indiranagar,Pub,Burgers,"North Indian, Fast Food, Chinese, Desserts",800,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_556, Bangalore",Nandhana Palace,No,Yes,3.4/5,1369,080-3186206,Whitefield,Casual Dining,Sushi,North Indian,2500,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_687, Bangalore",Resto_687,No,Yes,NEW,2021,080-7820513,Whitefield,Bakery,Biryani,"Thai, South Indian, North Indian",1200,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_964, Bangalore",Empire Restaurant,Yes,Yes,3.6/5,2161,080-9868569,Marathahalli,Bar,Pasta,"Thai, Continental",800,Sample Review Text...,2,Cafes,Bengaluru
"Address_332, Bangalore",Resto_332,Yes,Yes,3.8/5,1488,080-2893930,MG Road,Cafe,Sushi,"Thai, Desserts, Beverages",200,Sample Review Text...,3,Cafes,Bengaluru
"Address_919, Bangalore",Resto_919,No,No,3.2/5,107,080-2679778,Whitefield,Quick Service Restaurant,Sushi,"Chinese, South Indian",2500,Sample Review Text...,2,Delivery,Bengaluru
"Address_951, Bangalore",Burger King,Yes,Yes,4.3/5,336,080-7541115,Marathahalli,Bar,Pasta,Mexican,"1,000",Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_953, Bangalore",Pizza Hut,No,Yes,4.1/5,1508,080-2032303,HSR Layout,Pub,Sushi,"Beverages, South Indian, Continental, Fast Food, Thai",600,Sample Review Text...,5,Delivery,Bengaluru
"Address_849, Bangalore",Empire Restaurant,Yes,Yes,4.5/5,2907,080-4155287,Whitefield,Fine Dining,Burgers,"Italian, Continental, North Indian, Thai","1,000",Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_396, Bangalore",Onesta,No,Yes,,2761,080-2426162,Marathahalli,Fine Dining,Pizza,Mexican,2000,Sample Review Text...,1,Dine-out,Bengaluru
"Address_299, Bangalore",Resto_299,No,No,3.7/5,368,080-1827302,HSR Layout,Bakery,Steak,"Mexican, South Indian, Beverages",1200,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_975, Bangalore",Burger King,Yes,Yes,2.6/5,1146,080-8533390,Whitefield,Casual Dining,Pasta,"Desserts, Fast Food, Continental, Italian",600,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_182, Bangalore",Resto_182,Yes,Yes,,910,080-2081661,Jayanagar,Cafe,Burgers,"Thai, Chinese, Continental, Mexican",400,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_570, Bangalore",Nandhana Palace,No,Yes,3.8/5,729,080-6059400,MG Road,Pub,Dosa,"Fast Food, South Indian, Mexican",600,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_912, Bangalore",Pizza Hut,Yes,No,3.2/5,1746,080-2150745,,Fine Dining,Pizza,"Thai, Chinese",1000,Sample Review Text...,2,Dine-out,Bengaluru
"Address_788, Bangalore",Onesta,Yes,No,NEW,1652,080-6220992,MG Road,Bar,Sushi,"Mexican, Desserts, South Indian, Fast Food",1200,Sample Review Text...,4,Dine-out,Bengaluru
"Address_528, Bangalore",Resto_528,Yes,No,4.0/5,1959,080-4533501,HSR Layout,Bakery,Burgers,"Mexican, North Indian, Thai",600,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_552, Bangalore",Burger King,No,No,2.2/5,1756,080-2929715,HSR Layout,Pub,Dosa,"Beverages, South Indian",800,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_816, Bangalore",Burger King,Yes,No,2.6/5,1147,080-8263690,Koramangala,Bakery,Sushi,"South Indian, North Indian, Italian",1000,Sample Review Text...,3,Delivery,Bengaluru
"Address_548, Bangalore",Resto_548,No,Yes,2.0/5,1764,080-7890722,Marathahalli,Cafe,Pizza,Beverages,"2,500",Sample Review Text...,1,Cafes,Bengaluru
"Address_343, Bangalore",Leon Grill,Yes,No,3.8/5,1174,080-5713926,Marathahalli,Casual Dining,Dosa,"Beverages, Chinese",1000,Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_776, Bangalore",Burger King,No,Yes,4.3/5,1887,080-7914627,Koramangala,Bakery,Biryani,"North Indian, Italian, South Indian, Fast Food",1200,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_232, Bangalore",Nandhana Palace,Yes,No,3.9/5,818,080-5951637,Whitefield,Bar,Burgers,"Continental, Fast Food",600,Sample Review Text...,2,Buffet,Bengaluru
"Address_381, Bangalore",Empire Restaurant,No,No,4.5/5,1514,080-8475525,MG Road,Quick Service Restaurant,Pizza,Continental,1200,Sample Review Text...,1,Dine-out,Bengaluru
"Address_821, Bangalore",Leon Grill,Yes,Yes,,2808,080-9880742,HSR Layout,Cafe,Burgers,Chinese,1500,Sample Review Text...,1,Cafes,Bengaluru
"Address_362, Bangalore",Pizza Hut,No,No,,965,080-4250065,HSR Layout,Casual Dining,Pizza,"Chinese, Thai, Italian, Desserts, Beverages",800,Sample Review Text...,5,Dine-out,Bengaluru
"Address_617, Bangalore",KFC,No,Yes,NEW,1732,080-2848835,Jayanagar,Fine Dining,Burgers,"Fast Food, Chinese, South Indian","2,000",Sample Review Text...,3,Delivery,Bengaluru
"Address_317, Bangalore",Resto_317,Yes,Yes,,1036,080-8981122,Koramangala,Bakery,Salad,"Desserts, Beverages, North Indian, Continental",2000,Sample Review Text...,4,Cafes,Bengaluru
"Address_703, Bangalore",Resto_703,No,No,NEW,2966,080-5816345,HSR Layout,Quick Service Restaurant,Pasta,"South Indian, Continental",200,Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_756, Bangalore",Nandhana Palace,No,No,2.9/5,782,080-7375830,HSR Layout,Casual Dining,Steak,"Thai, Desserts, Continental, Beverages, North Indian",2000,Sample Review Text...,5,Cafes,Bengaluru
"Address_340, Bangalore",Onesta,No,No,3.2/5,30,080-7156735,Marathahalli,Bar,Biryani,"Beverages, Continental","1,500",Sample Review Text...,2,Delivery,Bengaluru
"Address_806, Bangalore",Onesta,No,No,3.1/5,973,080-7042065,Marathahalli,Pub,Burgers,"Thai, Desserts, Beverages",600,Sample Review Text...,3,Dine-out,Bengaluru
"Address_601, Bangalore",Pizza Hut,Yes,Yes,3.9/5,2373,080-4030429,Indiranagar,Casual Dining,Pizza,"Fast Food, Chinese, Beverages, Desserts",1000,Sample Review Text...,4,Delivery,Bengaluru
"Address_403, Bangalore",KFC,Yes,No,4.6/5,268,080-8087921,Whitefield,Casual Dining,Steak,"South Indian, North Indian, Thai",200,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_554, Bangalore",Resto_554,Yes,Yes,3.1/5,2150,080-9554093,Whitefield,Fine Dining,Steak,"Italian, Thai",1500,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_135, Bangalore",Empire Restaurant,Yes,Yes,3.9/5,26,080-8650572,MG Road,Cafe,Sushi,"Chinese, South Indian",200,Sample Review Text...,2,Delivery,Bengaluru
"Address_189, Bangalore",Resto_189,Yes,Yes,4.5/5,297,080-3642476,,Fine Dining,Steak,"Fast Food, Chinese, Thai, South Indian",1200,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_301, Bangalore",Burger King,No,No,3.0/5,2684,080-1752920,Koramangala,Bar,Burgers,"South Indian, Thai, Desserts",3000,Sample Review Text...,3,Dine-out,Bengaluru
"Address_48, Bangalore",Onesta,No,No,3.6/5,1862,080-1019311,Indiranagar,Quick Service Restaurant,Salad,"Thai, Chinese, Mexican","2,500",Sample Review Text...,3,Cafes,Bengaluru
"Address_700, Bangalore",Empire Restaurant,No,No,2.5/5,2403,080-2031520,JP Nagar,Pub,Pizza,Mexican,"1,500",Sample Review Text...,1,Dine-out,Bengaluru
"Address_652, Bangalore",KFC,No,No,4.5/5,1816,080-1905928,Whitefield,Quick Service Restaurant,Sushi,"Continental, Italian, Fast Food, South Indian, Thai",2500,Sample Review Text...,5,Cafes,Bengaluru
"Address_688, Bangalore",Onesta,No,No,2.7/5,1889,080-1228581,Marathahalli,Pub,Pasta,"Chinese, Fast Food, Mexican, Thai, North Indian",1500,Sample Review Text...,5,Buffet,Bengaluru
"Address_823, Bangalore",KFC,Yes,No,2.7/5,1616,080-5039461,Whitefield,Pub,Biryani,"Beverages, Continental, Italian, Desserts","1,000",Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_851, Bangalore",Leon Grill,No,No,3.7/5,1524,080-2450315,Marathahalli,Quick Service Restaurant,Dosa,"South Indian, Desserts, Mexican","1,200",Sample Review Text...,3,Dine-out,Bengaluru
"Address_748, Bangalore",Nandhana Palace,No,No,4.5/5,2415,080-5374141,Whitefield,Pub,Dosa,"Beverages, Chinese",2000,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_957, Bangalore",KFC,Yes,Yes,3.0/5,1699,080-7329894,Indiranagar,Pub,Sushi,"Fast Food, Beverages",200,Sample Review Text...,2,Cafes,Bengaluru
"Address_290, Bangalore",Resto_290,No,No,-,2143,080-4214793,Indiranagar,Casual Dining,Pizza,"South Indian, North Indian",800,Sample Review Text...,2,Delivery,Bengaluru
"Address_370, Bangalore",Empire Restaurant,Yes,No,3.0/5,133,080-6632022,Whitefield,Bakery,Biryani,"Fast Food, Beverages, Italian",400,Sample Review Text...,3,Buffet,Bengaluru
"Address_927, Bangalore",Resto_927,No,No,3.9/5,2712,080-3660952,HSR Layout,Bakery,Biryani,"Continental, Mexican, North Indian, South Indian",200,Sample Review Text...,4,Delivery,Bengaluru
"Address_866, Bangalore",Onesta,No,Yes,NEW,1588,080-2217859,Indiranagar,Cafe,Pasta,"Beverages, South Indian",400,Sample Review Text...,2,Dine-out,Bengaluru
"Address_752, Bangalore",Resto_752,No,Yes,3.7/5,1859,080-4778731,MG Road,Casual Dining,Sushi,"Fast Food, Continental, North Indian, Beverages",1500,Sample Review Text...,4,Cafes,Bengaluru
"Address_620, Bangalore",KFC,Yes,Yes,-,146,080-7787380,Whitefield,Cafe,Steak,Beverages,400,Sample Review Text...,1,Cafes,Bengaluru
"Address_92, Bangalore",Nandhana Palace,No,Yes,,2236,080-2058651,JP Nagar,Bar,Salad,"Desserts, Fast Food",,Sample Review Text...,2,Delivery,Bengaluru
"Address_440, Bangalore",Leon Grill,No,Yes,3.3/5,2079,080-7549342,HSR Layout,Pub,Steak,"Fast Food, Desserts, South Indian",1000,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_448, Bangalore",Resto_448,No,Yes,3.3/5,840,080-6611860,Marathahalli,Fine Dining,Steak,"Mexican, Italian, Continental",400,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_361, Bangalore",Onesta,Yes,Yes,2.8/5,1844,080-9386722,MG Road,Cafe,Pizza,"Fast Food, North Indian",3000,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_379, Bangalore",Resto_379,No,No,2.8/5,2349,080-2960855,Jayanagar,Bar,Dosa,"Desserts, Thai, Chinese, Beverages, Italian",200,Sample Review Text...,5,Delivery,Bengaluru
"Address_466, Bangalore",Pizza Hut,No,No,4.9/5,1399,080-1160702,HSR Layout,Bakery,Pasta,"Thai, North Indian, South Indian, Fast Food, Beverages",3000,Sample Review Text...,5,Cafes,Bengaluru
"Address_647, Bangalore",Empire Restaurant,No,No,3.0/5,243,080-1593277,Jayanagar,Cafe,Sushi,"Thai, North Indian, Italian, Desserts, Beverages","3,000",Sample Review Text...,5,Delivery,Bengaluru
"Address_282, Bangalore",Resto_282,Yes,Yes,2.8/5,512,080-9280890,Marathahalli,Fine Dining,Burgers,Italian,400,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_729, Bangalore",KFC,Yes,No,4.5/5,717,080-1518244,Marathahalli,Fine Dining,Burgers,"Thai, South Indian",1000,Sample Review Text...,2,Buffet,Bengaluru
"Address_888, Bangalore",Burger King,No,No,2.1/5,1995,080-3469105,HSR Layout,Bar,Salad,Italian,1500,Sample Review Text...,1,Buffet,Bengaluru
"Address_779, Bangalore",Onesta,Yes,No,4.5/5,1988,080-6209788,JP Nagar,Quick Service Restaurant,Dosa,"Thai, South Indian, Beverages, Desserts",,Sample Review Text...,4,Buffet,Bengaluru
"Address_572, Bangalore",Onesta,Yes,Yes,4.8/5,1140,080-8110722,Jayanagar,Casual Dining,Salad,"South Indian, Fast Food, Mexican",1200,Sample Review Text...,3,Pubs and bars,Bengaluru
"Address_721, Bangalore",KFC,No,No,4.3/5,1133,080-7951217,Koramangala,Pub,Pasta,"South Indian, Continental, Beverages, North Indian",1500,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_664, Bangalore",Onesta,No,No,3.7/5,999,080-8465986,JP Nagar,Cafe,Steak,"Italian, Desserts, Thai",400,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_213, Bangalore",Onesta,Yes,Yes,3.8/5,1652,080-6405839,MG Road,Bakery,Burgers,"North Indian, Fast Food, Italian, Thai","1,200",Sample Review Text...,4,Delivery,Bengaluru
"Address_261, Bangalore",McDonald's,Yes,Yes,3.8/5,373,080-1633429,Jayanagar,Bakery,Steak,"Mexican, Chinese, Beverages, South Indian, Desserts",1200,Sample Review Text...,5,Cafes,Bengaluru
"Address_86, Bangalore",Pizza Hut,No,Yes,4.7/5,1804,080-3321942,Marathahalli,Bar,Dosa,"Mexican, Beverages, Fast Food",600,Sample Review Text...,3,Delivery,Bengaluru
"Address_583, Bangalore",Leon Grill,Yes,No,2.4/5,1191,080-3556871,JP Nagar,Pub,Salad,"North Indian, Mexican, Italian, Chinese",3000,Sample Review Text...,4,Delivery,Bengaluru
"Address_768, Bangalore",Empire Restaurant,No,Yes,4.9/5,683,080-3550993,JP Nagar,Cafe,Steak,South Indian,3000,Sample Review Text...,1,Dine-out,Bengaluru
"Address_360, Bangalore",Resto_360,Yes,No,2.0/5,1994,080-5760225,Indiranagar,Casual Dining,Steak,South Indian,400,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_346, Bangalore",Onesta,No,No,4.2/5,2181,080-8529960,HSR Layout,Bakery,Steak,"Desserts, Continental, South Indian, Beverages",1500,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_161, Bangalore",Resto_161,Yes,No,3.1/5,309,080-2562657,Indiranagar,Bakery,Salad,"Continental, Thai, Desserts, Italian, South Indian",3000,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_193, Bangalore",Empire Restaurant,No,Yes,4.8/5,303,080-9098979,JP Nagar,Cafe,Biryani,"South Indian, Chinese, Beverages, Fast Food","3,000",Sample Review Text...,4,Cafes,Bengaluru
"Address_491, Bangalore",Empire Restaurant,No,Yes,2.4/5,39,080-7767404,Marathahalli,Bar,Dosa,"Thai, Italian, Mexican",1500,Sample Review Text...,3,Drinks & nightlife,Bengaluru
"Address_853, Bangalore",Burger King,Yes,No,4.9/5,2228,080-3763239,Koramangala,Pub,Burgers,Fast Food,200,Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_578, Bangalore",Pizza Hut,No,Yes,2.5/5,376,080-2295356,MG Road,Cafe,Salad,"Mexican, North Indian",800,Sample Review Text...,2,Cafes,Bengaluru
"Address_75, Bangalore",Empire Restaurant,Yes,No,2.2/5,837,080-9344741,Whitefield,Cafe,Steak,"Continental, Fast Food",1200,Sample Review Text...,2,Dine-out,Bengaluru
"Address_915, Bangalore",McDonald's,Yes,No,4.3/5,1771,080-2122405,Indiranagar,Bar,Burgers,"Mexican, Italian, South Indian, Chinese, Continental",2000,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_771, Bangalore",Pizza Hut,Yes,No,4.1/5,2753,080-9795303,Jayanagar,Cafe,Pizza,"South Indian, Continental, Thai, North Indian",400,Sample Review Text...,4,Pubs and bars,Bengaluru
"Address_539, Bangalore",Pizza Hut,Yes,No,3.9/5,2094,080-5152322,Jayanagar,Bakery,Pizza,"Thai, Mexican",1500,Sample Review Text...,2,Drinks & nightlife,Bengaluru
"Address_347, Bangalore",Resto_347,Yes,Yes,3.8/5,1768,080-5056679,Whitefield,Quick Service Restaurant,Burgers,"Continental, Chinese, Fast Food",3000,Sample Review Text...,3,Buffet,Bengaluru
"Address_454, Bangalore",Resto_454,No,Yes,4.7/5,1512,080-3572022,Indiranagar,Pub,Pizza,"Chinese, Fast Food, Thai, Continental",1000,Sample Review Text...,4,Drinks & nightlife,Bengaluru
"Address_822, Bangalore",Onesta,Yes,No,4.0/5,250,080-4176691,Marathahalli,Cafe,Pizza,"North Indian, Chinese, South Indian, Beverages, Desserts",600,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_131, Bangalore",KFC,Yes,No,3.8/5,161,080-1257256,Indiranagar,Cafe,Burgers,"Beverages, Italian, Desserts, Chinese, South Indian","1,000",Sample Review Text...,5,Dine-out,Bengaluru
"Address_178, Bangalore",Resto_178,Yes,Yes,3.5/5,2870,080-7616116,JP Nagar,Bakery,Pizza,Fast Food,400,Sample Review Text...,1,Buffet,Bengaluru
"Address_668, Bangalore",KFC,No,Yes,4.4/5,1378,080-7859779,Indiranagar,Fine Dining,Salad,Chinese,"1,200",Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_504, Bangalore",McDonald's,Yes,No,2.6/5,2695,080-9381494,Whitefield,Fine Dining,Pizza,"Thai, North Indian, Chinese, Desserts, Italian",1000,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_787, Bangalore",Resto_787,No,Yes,2.2/5,260,080-4008839,MG Road,Fine Dining,Pasta,"Italian, Fast Food",3000,Sample Review Text...,2,Delivery,Bengaluru
"Address_198, Bangalore",Onesta,Yes,No,3.1/5,2925,080-3804559,Koramangala,Pub,Burgers,"Beverages, South Indian, Chinese, Mexican, Italian",600,Sample Review Text...,5,Dine-out,Bengaluru
"Address_818, Bangalore",Resto_818,No,No,2.4/5,1418,080-8547636,Whitefield,Pub,Pizza,"Desserts, Continental",1000,Sample Review Text...,2,Pubs and bars,Bengaluru
"Address_439, Bangalore",Empire Restaurant,No,No,2.8/5,2655,080-6817736,MG Road,Bakery,Salad,Desserts,"3,000",Sample Review Text...,1,Pubs and bars,Bengaluru
"Address_231, Bangalore",Pizza Hut,No,Yes,3.9/5,728,080-8004117,JP Nagar,Fine Dining,Dosa,Thai,2500,Sample Review Text...,1,Cafes,Bengaluru
"Address_405, Bangalore",McDonald's,Yes,No,3.3/5,2035,080-4789737,Indiranagar,Bar,Pizza,"Italian, Continental, Beverages, North Indian, South Indian",3000,Sample Review Text...,5,Pubs and bars,Bengaluru
"Address_604, Bangalore",Resto_604,Yes,Yes,2.3/5,888,080-9079485,Koramangala,Quick Service Restaurant,Burgers,"Italian, Chinese",600,Sample Review Text...,2,Delivery,Bengaluru
"Address_984, Bangalore",Leon Grill,Yes,No,2.5/5,1611,080-3522295,JP Nagar,Casual Dining,Pizza,"Beverages, Desserts, Chinese",1000,Sample Review Text...,3,Buffet,Bengaluru
"Address_25, Bangalore",Leon Grill,Yes,No,3.1/5,712,080-6406444,Whitefield,Bakery,Salad,"North Indian, Continental, Beverages, Chinese, Italian",3000,Sample Review Text...,5,Cafes,Bengaluru
"Address_658, Bangalore",McDonald's,No,Yes,2.1/5,36,080-2334575,Marathahalli,Casual Dining,Dosa,"Desserts, Beverages, Italian",1500,Sample Review Text...,3,Buffet,Bengaluru
"Address_970, Bangalore",Burger King,Yes,Yes,3.6/5,1778,080-5463386,JP Nagar,Casual Dining,Pizza,"South Indian, Mexican, Thai, Continental, Desserts",600,Sample Review Text...,5,Buffet,Bengaluru
"Address_526, Bangalore",KFC,Yes,No,2.9/5,1557,080-7512001,Koramangala,Quick Service Restaurant,Steak,Fast Food,2500,Sample Review Text...,1,Drinks & nightlife,Bengaluru
"Address_558, Bangalore",Nandhana Palace,Yes,No,3.4/5,827,080-6827390,Jayanagar,Casual Dining,Sushi,"Italian, Mexican",2500,Sample Review Text...,2,Cafes,Bengaluru
"Address_173, Bangalore",Pizza Hut,Yes,No,3.7/5,315,080-5280137,Marathahalli,Bakery,Pizza,"Thai, North Indian, Desserts, Mexican, Continental",600,Sample Review Text...,5,Buffet,Bengaluru
"Address_587, Bangalore",Resto_587,No,Yes,4.5/5,2740,080-2817783,Indiranagar,Quick Service Restaurant,Steak,"Desserts, Beverages, Fast Food, North Indian",400,Sample Review Text...,4,Cafes,Bengaluru
"Address_437, Bangalore",KFC,Yes,No,2.4/5,1728,080-8541631,Koramangala,Casual Dining,Burgers,"South Indian, Desserts",2000,Sample Review Text...,2,Dine-out,Bengaluru
"Address_331, Bangalore",Resto_331,No,No,4.4/5,2920,080-6207508,Indiranagar,Bar,Salad,"Fast Food, South Indian, Chinese, Mexican",2000,Sample Review Text...,4,Cafes,Bengaluru
